carat,depth,table,x,price,cut_encoded,color_encoded,clarity_encoded
1.2,62.8,58.0,6.84,9.06,3.0,4.0,4.0
1.11,59.8,60.0,6.75,9.138,3.0,6.0,4.0
0.7975755778024965,63.4,59.0,8.06,9.488,2.0,2.0,0.0
0.32,61.8,56.0,4.42,6.831,4.0,3.0,6.0
0.65,61.74637745643308,61.2,5.72,7.786,1.0,6.0,3.0
0.4,61.9,59.0,4.72,6.816,3.0,6.0,3.0
0.3,60.2,56.0,4.37,6.103,4.0,5.0,0.0
1.04,62.5,57.0,6.45,8.702,4.0,4.0,3.0
0.71,61.2,56.0,5.76,8.296,4.0,2.0,7.0
1.03,61.6,57.0,6.48,8.972,4.0,4.0,5.0
1.02,62.7,61.0,6.39,8.699,3.0,4.0,3.0
0.7975755778024965,60.3,60.0,8.07,9.832,1.0,4.0,2.0
0.3,62.2,53.8,4.3,6.555,4.0,6.0,4.0
1.0,63.9,60.0,6.3,8.168,1.0,1.0,0.0
1.11,62.0,57.0,6.67,8.342,4.0,6.0,0.0
1.21,61.6,56.0,6.89,8.659,3.0,1.0,2.0
0.42,59.8,58.0,4.85,7.072,3.0,4.0,6.0
0.97,60.4,57.0,6.4,8.825,4.0,2.0,6.0
0.3,62.1,58.0,4.25,6.609,2.0,5.0,4.0
1.01,63.7,57.0,6.31,8.531,2.0,0.0,5.0
1.01,61.0,58.0,6.48,8.373,3.0,4.0,0.0
0.71,61.2,56.0,5.77,8.044,4.0,3.0,3.0
1.03,63.4,62.0,6.34,8.735,2.0,3.0,3.0
0.54,62.0,55.0,5.21,7.416,2.0,5.0,2.0
1.52,63.1,61.0,7.23,8.869,2.0,0.0,3.0
0.41,62.4,60.0,4.73,6.686,2.0,3.0,2.0
1.26,62.9,59.0,6.85,8.714,3.0,6.0,0.0
1.5,61.3,61.0,7.32,9.518,1.0,5.0,2.0
0.78,62.4,58.0,5.83,8.021,2.0,3.0,2.0
0.56,61.2,56.0,5.33,7.437,4.0,4.0,3.0
0.74,62.1,56.0,5.79,8.062,4.0,3.0,3.0
0.23,61.9,57.0,3.91,6.225,2.0,6.0,5.0
0.4,63.9,53.0,4.71,6.682,1.0,5.0,0.0
0.5,60.0,63.0,5.12,7.396,2.0,6.0,3.0
0.31,59.7,61.0,4.4,6.627,4.0,6.0,5.0
0.34,61.74637745643308,62.0,4.62,6.284,3.0,2.0,0.0
0.71,62.1,60.0,5.65,8.068,2.0,6.0,4.0
0.91,62.2,59.0,6.19,8.288,3.0,4.0,2.0
0.76,61.8,57.0,5.89,7.783,4.0,1.0,2.0
0.71,60.7,60.0,5.75,7.98,2.0,6.0,3.0
1.0,62.8,58.0,6.38,8.48,3.0,2.0,2.0
1.12,61.9,55.0,6.73,8.952,4.0,3.0,3.0
0.25,62.6,56.0,4.01,6.366,4.0,4.0,6.0
0.32,61.4,57.0,4.41,6.417,4.0,4.0,2.0
1.01,63.7,59.0,6.28,8.335,1.0,3.0,0.0
0.32,63.6,56.0,4.34,6.378,1.0,5.0,2.0
1.04,62.0,57.0,6.47,8.364,2.0,1.0,2.0
0.7,61.8,58.0,5.66,7.622,2.0,2.0,3.0
1.16,60.5,57.0,6.78,9.113,4.0,4.0,6.0
0.73,61.9,55.0,5.78,7.859,4.0,3.0,0.0
0.57,61.7,54.0,5.32,7.647,4.0,4.0,5.0
0.35,62.3,55.0,4.5,6.951,4.0,4.0,7.0
0.7,62.0,59.0,5.65,7.953,2.0,6.0,4.0
0.4,62.4,59.0,4.67,6.89,3.0,3.0,4.0
0.5,63.2,58.0,5.08,7.009,2.0,3.0,2.0
0.48,61.74637745643308,54.0,4.94,7.102,0.0,6.0,3.0
1.1,61.8,56.0,6.61,8.21,4.0,3.0,1.0
0.3,62.5,59.0,4.29,6.778,3.0,2.0,6.0
0.31,61.9,56.0,4.37,7.033,4.0,6.0,7.0
0.52,62.5,58.0,5.13,7.41,2.0,6.0,3.0
1.02,61.74637745643308,60.0,6.29,8.476,0.0,5.0,2.0
1.24,61.6,59.0,6.9,8.854,3.0,3.0,2.0
0.53,60.5,58.0,5.27,7.682,2.0,5.0,4.0
0.44,61.5,57.0,4.86,7.139,4.0,3.0,6.0
0.52,62.0,55.0,5.14,7.432,4.0,6.0,3.0
0.3,63.4,53.0,4.3,6.515,2.0,2.0,4.0
1.17,59.4,57.0,6.93,8.876,4.0,4.0,4.0
0.74,62.1,55.0,5.82,8.088,4.0,2.0,4.0
0.33,62.1,54.0,4.45,6.232,4.0,0.0,6.0
0.41,59.7,59.0,4.84,6.967,3.0,4.0,3.0
0.39,62.0,56.0,4.72,6.878,2.0,3.0,4.0
0.7975755778024965,61.8,59.0,8.14,9.543,2.0,0.0,3.0
0.67,60.2,61.0,5.64,7.548,1.0,3.0,2.0
0.78,63.1,56.0,5.82,7.657,1.0,1.0,2.0
1.0,60.7,60.0,6.4,8.574,3.0,3.0,2.0
0.34,62.2,55.0,4.48,6.461,2.0,4.0,4.0
1.75,61.6,55.0,7.72,9.436,4.0,1.0,3.0
0.7,62.2,56.0,5.72,7.763,4.0,4.0,2.0
0.42,62.8,59.0,4.74,6.65,2.0,6.0,2.0
0.29,60.2,56.0,4.29,6.512,4.0,4.0,6.0
0.3,61.9,54.0,4.29,6.351,4.0,3.0,3.0
1.51,61.74637745643308,61.0,7.72,8.924,0.0,2.0,2.0
0.53,61.7,56.0,5.17,7.269,4.0,2.0,3.0
0.92,62.1,55.0,6.24,8.191,4.0,1.0,2.0
0.54,59.1,60.0,5.36,7.751,3.0,5.0,5.0
0.33,61.8,55.0,4.49,5.999,4.0,1.0,0.0
0.7,62.4,61.0,5.6,7.781,2.0,1.0,5.0
1.51,62.6,56.0,7.27,9.113,4.0,1.0,3.0
0.56,61.2,54.0,5.36,7.398,4.0,4.0,2.0
0.5,61.3,55.0,5.13,7.435,4.0,6.0,3.0
0.71,62.8,61.0,5.71,7.559,3.0,0.0,3.0
0.32,62.1,60.0,4.34,6.33,3.0,4.0,3.0
1.0,61.1,61.0,6.38,8.831,1.0,3.0,3.0
0.59,61.9,61.0,5.38,7.185,3.0,3.0,0.0
0.78,61.2,58.0,5.88,7.883,4.0,1.0,3.0
0.7,61.4,55.0,5.72,7.477,4.0,0.0,0.0
0.9,62.8,52.0,6.19,8.233,2.0,1.0,3.0
0.32,61.2,57.0,4.4,7.17,4.0,6.0,7.0
0.74,61.3,56.0,5.82,7.926,4.0,1.0,2.0
0.55,61.74637745643308,62.0,5.38,7.371,2.0,6.0,3.0
0.53,61.5,56.0,5.18,7.424,4.0,6.0,3.0
0.73,61.8,59.0,5.73,7.953,2.0,3.0,4.0
0.41,60.4,61.0,4.76,7.064,1.0,6.0,6.0
0.39,61.3,56.0,4.71,6.815,4.0,6.0,3.0
1.32,61.7,56.0,7.04,9.357,4.0,4.0,4.0
0.7975755778024965,61.7,58.0,8.2,9.742,3.0,4.0,0.0
1.03,61.0,57.0,6.48,8.666,4.0,5.0,2.0
0.73,62.4,55.0,5.78,7.76,3.0,3.0,2.0
1.06,62.1,56.0,6.51,8.521,4.0,2.0,2.0
1.07,60.5,59.0,6.67,8.381,3.0,6.0,0.0
0.7975755778024965,62.3,57.0,8.04,9.721,4.0,2.0,2.0
0.39,63.0,61.0,4.65,6.726,3.0,6.0,0.0
0.41,62.3,57.0,4.77,7.366,4.0,5.0,6.0
0.3,62.5,59.0,4.3,6.515,3.0,6.0,2.0
0.91,60.9,61.0,6.24,8.147,3.0,2.0,0.0
1.15,61.1,57.0,6.82,8.541,3.0,3.0,0.0
0.55,61.7,59.0,5.3,7.455,3.0,5.0,2.0
0.5,61.74637745643308,60.0,5.19,6.979,2.0,5.0,0.0
1.71,63.5,59.0,7.59,9.208,2.0,2.0,4.0
1.2,61.8,58.0,6.8,8.643,3.0,2.0,2.0
0.9,63.8,56.0,6.17,8.146,1.0,6.0,2.0
0.55,62.7,58.0,5.28,7.773,3.0,3.0,3.0
0.31,62.7,54.0,4.35,6.299,4.0,6.0,2.0
0.42,61.0,56.0,4.82,7.101,4.0,2.0,7.0
0.36,63.4,57.0,4.55,6.497,1.0,5.0,2.0
0.43,63.0,56.0,4.83,6.808,2.0,1.0,6.0
1.01,61.2,58.0,6.42,8.506,4.0,2.0,2.0
1.0,60.2,57.0,6.54,8.489,4.0,5.0,2.0
0.7975755778024965,63.0,56.0,8.0,9.808,4.0,4.0,3.0
0.51,62.0,56.0,5.18,7.274,4.0,4.0,3.0
1.01,60.0,62.0,6.41,8.384,2.0,1.0,2.0
0.6,62.2,55.0,5.38,7.566,4.0,2.0,5.0
1.01,60.7,58.0,6.49,8.844,3.0,4.0,4.0
1.21,62.9,58.0,6.74,8.5,3.0,2.0,0.0
0.9,62.7,62.0,6.11,8.325,2.0,3.0,3.0
0.9,63.4,60.0,6.06,8.884,1.0,6.0,6.0
0.31,62.4,57.0,4.35,6.324,3.0,2.0,2.0
1.43,62.6,57.0,7.18,9.102,4.0,4.0,2.0
1.2,63.2,58.0,6.78,8.412,2.0,3.0,0.0
0.52,60.2,56.0,5.23,7.277,2.0,4.0,3.0
1.02,61.4,60.0,6.5,8.148,3.0,0.0,0.0
0.73,61.9,55.0,5.76,8.094,4.0,6.0,3.0
0.42,59.5,59.0,4.83,6.742,3.0,4.0,3.0
0.5,62.5,56.0,5.06,7.27,2.0,3.0,3.0
0.7,59.4,61.0,5.78,7.947,3.0,6.0,4.0
0.51,61.9,54.0,5.12,6.908,4.0,1.0,2.0
0.75,63.0,58.0,5.76,7.687,2.0,2.0,0.0
1.5,63.0,59.0,7.23,9.472,2.0,2.0,7.0
0.24,61.4,55.0,4.05,6.184,3.0,5.0,3.0
0.59,62.5,55.0,5.35,7.507,4.0,5.0,2.0
1.13,61.7,58.0,6.66,8.322,3.0,1.0,2.0
1.16,62.6,56.0,6.68,8.407,4.0,1.0,0.0
1.04,62.5,57.0,6.49,8.811,4.0,4.0,3.0
0.9,62.0,56.0,6.18,8.603,4.0,6.0,2.0
1.27,63.3,63.0,6.87,8.705,2.0,1.0,3.0
0.72,61.9,57.0,5.72,8.256,4.0,4.0,5.0
0.3,61.8,55.0,4.32,6.678,4.0,3.0,4.0
0.3,62.9,57.0,4.29,6.654,4.0,3.0,3.0
1.24,59.5,61.0,6.98,8.689,4.0,2.0,0.0
0.5,62.1,58.0,5.07,7.581,4.0,3.0,5.0
0.3,62.5,53.9,4.29,6.163,4.0,2.0,2.0
0.23,62.1,58.0,3.9,6.273,2.0,6.0,6.0
1.01,61.7,62.0,6.41,7.768,3.0,4.0,1.0
0.33,63.3,56.0,4.41,6.361,1.0,6.0,2.0
0.67,62.9,55.0,5.56,7.532,2.0,2.0,3.0
0.3,61.5,55.0,4.29,6.489,4.0,6.0,3.0
0.6,62.3,59.0,5.41,7.279,3.0,5.0,0.0
0.56,62.6,59.0,5.24,7.682,4.0,5.0,4.0
1.23,61.8,55.0,6.87,8.669,4.0,1.0,0.0
0.31,62.6,57.0,4.38,6.443,4.0,2.0,3.0
1.01,61.74637745643308,57.0,6.2,9.073,0.0,5.0,5.0
0.38,62.4,54.4,4.62,6.555,4.0,1.0,4.0
1.0,61.8,58.0,6.39,8.371,3.0,4.0,0.0
0.26,61.74637745643308,63.0,4.19,6.304,2.0,6.0,7.0
0.25,60.7,59.0,4.1,6.607,3.0,3.0,6.0
0.51,61.8,55.0,5.15,7.361,4.0,5.0,2.0
0.53,61.7,55.0,5.2,7.081,2.0,2.0,2.0
0.3,62.3,58.0,4.26,6.265,3.0,2.0,4.0
0.41,61.5,59.0,4.75,6.578,3.0,4.0,2.0
0.9,63.7,58.0,6.09,8.225,1.0,4.0,2.0
1.5,59.1,57.45169447534297,7.32,8.808,1.0,0.0,2.0
0.55,62.1,56.0,5.25,7.766,4.0,3.0,6.0
0.28,61.5,56.0,4.21,5.886,2.0,2.0,2.0
0.59,62.9,58.0,5.31,7.41,2.0,6.0,2.0
0.53,61.4,56.0,5.21,7.271,4.0,6.0,0.0
0.48,59.3,57.45169447534297,5.13,6.902,1.0,3.0,2.0
0.34,61.4,56.0,4.53,6.94,4.0,5.0,3.0
0.91,59.5,58.0,6.34,8.353,3.0,4.0,3.0
1.02,61.5,56.0,6.51,8.459,3.0,5.0,0.0
1.51,62.7,57.0,7.33,9.612,2.0,4.0,5.0
1.0,62.5,58.0,6.32,8.746,2.0,3.0,3.0
0.76,60.6,59.0,5.85,8.251,2.0,6.0,5.0
0.41,61.8,57.0,4.79,7.212,4.0,3.0,6.0
0.81,62.1,56.0,6.01,8.316,4.0,5.0,3.0
1.04,61.74637745643308,58.0,6.65,8.498,2.0,5.0,0.0
0.9,61.3,58.0,6.16,8.681,2.0,6.0,3.0
0.72,60.6,57.0,5.85,8.054,4.0,6.0,3.0
1.25,62.4,57.0,6.86,8.566,4.0,0.0,2.0
0.41,63.5,57.0,4.69,6.627,1.0,6.0,2.0
0.3,61.4,55.0,4.34,6.738,4.0,6.0,3.0
0.41,61.9,58.0,4.73,6.775,3.0,5.0,0.0
1.5,61.8,59.0,7.31,9.602,3.0,6.0,3.0
0.36,61.4,56.0,4.55,6.855,4.0,4.0,4.0
0.3,63.1,57.0,4.27,6.314,1.0,1.0,6.0
0.74,59.9,57.0,5.91,7.818,3.0,2.0,3.0
1.28,60.3,59.0,6.99,9.325,2.0,4.0,6.0
0.31,61.9,55.0,4.31,6.438,4.0,3.0,3.0
0.31,61.2,56.0,4.37,6.479,2.0,2.0,6.0
0.7975755778024965,62.0,60.0,8.19,9.364,3.0,0.0,0.0
2.0,62.8,56.0,8.04,9.619,4.0,1.0,2.0
1.04,60.2,60.0,6.52,8.374,2.0,2.0,0.0
0.31,61.7,56.0,4.37,6.641,4.0,6.0,5.0
0.31,62.2,56.0,4.39,6.619,4.0,3.0,3.0
0.51,63.2,58.0,5.07,7.256,2.0,3.0,3.0
0.51,61.3,59.0,5.15,7.393,3.0,6.0,2.0
0.3,63.1,59.0,4.25,6.405,1.0,4.0,4.0
0.8,62.5,56.0,5.92,7.979,2.0,2.0,2.0
0.81,60.8,59.0,5.99,8.075,3.0,6.0,2.0
0.3,62.2,55.0,4.28,6.436,4.0,4.0,4.0
0.43,62.8,56.0,4.86,6.955,4.0,6.0,3.0
0.79,61.2,56.0,6.02,8.066,4.0,5.0,2.0
1.5,63.3,57.0,7.27,8.82,2.0,2.0,0.0
0.53,62.3,54.0,5.19,7.21,4.0,2.0,3.0
1.15,62.5,60.0,6.72,8.505,3.0,1.0,2.0
0.3,61.0,57.0,4.34,6.353,3.0,4.0,2.0
0.55,61.9,55.0,5.27,7.775,4.0,3.0,6.0
1.07,61.5,56.0,6.58,8.894,4.0,3.0,2.0
1.52,61.7,55.0,7.39,9.223,2.0,1.0,3.0
0.53,63.2,54.0,5.16,7.04,1.0,6.0,0.0
0.51,60.9,56.0,5.17,7.478,2.0,4.0,5.0
0.31,60.7,58.0,4.38,6.497,3.0,3.0,2.0
0.51,61.1,59.0,5.12,7.488,2.0,5.0,3.0
1.11,62.2,56.0,6.62,8.495,4.0,1.0,2.0
1.01,62.8,59.0,6.34,8.431,2.0,5.0,0.0
0.39,61.6,56.0,4.69,6.479,4.0,5.0,0.0
1.03,63.7,60.0,6.28,8.276,1.0,4.0,0.0
0.73,61.7,55.0,5.8,7.989,4.0,4.0,4.0
0.27,61.7,56.0,4.13,6.111,4.0,2.0,3.0
0.91,62.1,58.0,6.18,8.356,3.0,6.0,2.0
0.51,64.2,58.0,5.01,7.265,1.0,5.0,3.0
0.29,59.2,58.0,4.36,6.428,2.0,6.0,4.0
1.0,64.0,59.0,6.24,8.18,1.0,5.0,0.0
0.5,62.3,55.0,5.09,7.38,4.0,6.0,4.0
0.51,61.0,59.0,5.13,7.448,2.0,6.0,4.0
1.52,62.5,58.0,7.34,9.243,3.0,2.0,2.0
0.5,63.2,57.0,5.07,6.991,2.0,1.0,2.0
0.56,62.0,57.0,5.25,7.397,4.0,4.0,2.0
0.56,62.4,56.0,5.24,7.365,2.0,1.0,6.0
1.5,63.3,56.0,7.18,9.035,2.0,0.0,5.0
0.37,60.5,57.0,4.65,6.891,4.0,5.0,5.0
0.3,62.8,58.0,4.27,6.671,2.0,4.0,6.0
0.52,62.2,58.0,5.17,7.45,3.0,3.0,3.0
1.01,62.6,61.0,6.39,8.457,3.0,2.0,2.0
1.45,61.1,58.0,7.31,9.363,3.0,3.0,3.0
0.51,63.9,56.0,5.07,7.203,1.0,6.0,2.0
0.7,62.8,57.0,5.64,7.917,2.0,3.0,3.0
1.09,62.5,59.0,6.57,8.847,3.0,4.0,4.0
0.31,62.5,56.0,4.36,6.848,4.0,5.0,3.0
0.67,62.4,55.0,5.6,7.854,4.0,4.0,6.0
0.34,59.9,58.0,4.54,6.691,3.0,6.0,4.0
0.33,61.3,56.0,4.43,6.718,4.0,2.0,5.0
0.72,61.0,57.0,5.81,7.864,4.0,1.0,5.0
0.33,62.2,54.0,4.44,6.057,4.0,6.0,0.0
0.3,61.4,57.0,4.29,6.5,4.0,4.0,5.0
0.38,60.9,56.0,4.69,6.342,4.0,3.0,0.0
0.34,61.6,54.0,4.49,6.76,4.0,2.0,7.0
0.41,63.1,57.0,4.73,6.824,2.0,5.0,2.0
0.7975755778024965,62.5,59.0,5.729163267828451,9.836,3.0,0.0,3.0
0.36,61.5,55.0,4.6,6.129,4.0,0.0,3.0
0.4,62.5,55.0,4.71,6.608,4.0,5.0,2.0
0.53,61.4,57.0,5.2,7.949,4.0,3.0,6.0
0.28,62.4,54.0,4.18,6.105,4.0,1.0,4.0
0.31,59.2,60.0,4.4,6.192,3.0,1.0,4.0
0.9,60.8,57.0,6.22,8.67,4.0,3.0,3.0
1.5,63.8,58.0,7.12,9.518,1.0,4.0,4.0
0.32,60.2,58.0,4.4,6.378,3.0,5.0,2.0
0.23,60.2,59.0,4.0,6.028,2.0,4.0,6.0
0.3,62.5,59.0,4.3,6.738,3.0,6.0,3.0
0.7975755778024965,61.7,57.0,8.15,9.756,4.0,4.0,0.0
1.14,62.2,58.0,6.64,8.58,3.0,4.0,2.0
1.51,62.1,59.0,7.25,9.417,2.0,1.0,7.0
0.52,61.9,57.0,5.17,7.56,4.0,5.0,3.0
0.55,61.4,57.0,5.26,7.614,4.0,3.0,3.0
1.22,61.9,58.0,6.88,8.655,3.0,4.0,0.0
1.01,61.1,58.0,6.48,8.615,3.0,2.0,4.0
1.0,63.0,58.0,6.29,8.946,2.0,6.0,4.0
1.58,61.4,61.0,7.48,9.434,3.0,3.0,2.0
1.51,64.1,61.0,7.14,9.054,1.0,5.0,0.0
0.36,59.7,56.0,4.64,6.588,2.0,4.0,4.0
0.52,61.4,56.0,5.18,7.07,4.0,3.0,0.0
0.65,63.2,57.0,5.54,7.605,2.0,4.0,3.0
0.53,61.8,55.0,5.17,7.451,4.0,4.0,4.0
1.1,61.74637745643308,60.0,6.85,8.909,3.0,4.0,4.0
1.02,60.8,59.0,6.49,8.946,3.0,3.0,4.0
0.9,61.5,61.0,6.1,8.163,3.0,3.0,0.0
0.35,62.0,53.6,4.53,6.733,4.0,6.0,4.0
0.43,62.0,57.0,4.82,6.889,4.0,6.0,3.0
0.23,61.5,55.0,3.93,6.211,4.0,3.0,3.0
0.42,60.6,56.0,4.86,6.838,4.0,4.0,5.0
1.03,62.2,60.0,6.43,8.503,3.0,2.0,2.0
0.33,60.7,58.0,4.46,6.661,3.0,5.0,3.0
0.42,62.5,57.0,4.77,7.19,4.0,5.0,5.0
1.02,61.74637745643308,58.0,6.64,8.504,0.0,2.0,2.0
0.72,63.1,58.0,5.69,7.717,2.0,3.0,0.0
0.61,62.2,60.0,5.44,7.592,2.0,6.0,2.0
0.56,61.7,55.0,5.3,7.571,4.0,2.0,6.0
0.4,61.8,58.0,4.72,6.992,3.0,2.0,6.0
0.38,62.5,57.0,4.64,6.458,4.0,3.0,1.0
0.31,59.6,58.0,4.38,6.526,3.0,5.0,4.0
0.32,62.6,54.0,4.38,6.702,4.0,2.0,7.0
0.59,63.1,57.0,5.39,7.661,2.0,3.0,2.0
1.01,61.2,59.0,6.48,8.985,3.0,3.0,4.0
0.51,63.7,57.0,5.0,7.345,1.0,5.0,3.0
1.52,60.1,60.0,7.47,9.243,3.0,2.0,2.0
0.84,62.0,56.0,6.07,8.17,2.0,4.0,3.0
0.34,61.5,56.0,4.47,6.319,4.0,2.0,3.0
1.01,62.4,56.0,6.37,8.71,4.0,4.0,4.0
1.01,62.2,60.0,6.37,8.767,3.0,3.0,3.0
0.42,61.4,57.0,4.78,6.938,4.0,3.0,4.0
0.32,62.0,57.0,4.42,6.628,4.0,5.0,2.0
0.7975755778024965,61.74637745643308,56.0,8.99,9.811,0.0,1.0,0.0
1.12,60.1,57.0,6.82,8.394,4.0,0.0,3.0
0.7975755778024965,61.6,57.0,8.5,9.454,4.0,0.0,2.0
1.06,60.8,59.0,6.55,8.557,3.0,2.0,3.0
0.75,62.0,60.0,5.8,7.729,3.0,1.0,2.0
1.51,61.1,63.0,7.38,9.096,2.0,1.0,4.0
0.65,62.4,58.0,5.52,7.573,2.0,5.0,2.0
0.5,61.74637745643308,62.0,5.25,7.255,3.0,1.0,6.0
0.41,63.0,53.0,4.74,6.612,4.0,5.0,2.0
0.57,61.0,54.0,5.39,7.697,4.0,6.0,3.0
0.3,61.9,57.0,4.3,6.109,4.0,2.0,2.0
0.91,62.9,58.0,6.14,8.448,2.0,2.0,5.0
1.53,60.6,58.0,7.45,9.708,3.0,4.0,6.0
0.29,61.6,56.0,4.26,6.263,4.0,4.0,3.0
1.01,61.4,57.0,6.53,9.462,4.0,6.0,7.0
1.08,62.3,54.0,6.59,8.88,4.0,4.0,3.0
0.7,62.0,55.0,5.71,7.911,4.0,3.0,4.0
0.29,61.1,58.0,4.26,6.572,4.0,3.0,5.0
1.2,63.7,57.0,6.71,8.685,1.0,6.0,3.0
0.7975755778024965,62.4,56.0,8.03,9.441,4.0,0.0,2.0
0.55,60.8,56.9,5.27,7.632,4.0,4.0,5.0
0.96,61.7,55.0,6.36,8.418,3.0,2.0,3.0
0.72,62.8,61.0,5.68,7.612,3.0,4.0,0.0
0.41,61.3,57.0,4.79,6.526,2.0,6.0,0.0
0.3,61.4,57.0,4.35,6.353,3.0,4.0,2.0
0.3,61.9,56.0,4.28,6.314,4.0,5.0,2.0
0.52,62.2,56.0,5.16,7.56,4.0,5.0,3.0
1.06,60.0,58.0,6.65,8.563,3.0,2.0,4.0
0.32,62.3,57.0,4.37,6.225,4.0,1.0,4.0
0.39,60.6,55.0,4.81,6.891,4.0,2.0,3.0
1.19,60.8,59.0,6.84,9.162,4.0,4.0,5.0
0.9,62.5,58.0,6.08,8.373,2.0,2.0,4.0
1.0,60.6,57.0,6.54,8.887,3.0,2.0,7.0
1.11,61.6,56.0,6.69,8.604,4.0,2.0,2.0
0.81,62.2,59.0,5.96,7.869,3.0,4.0,0.0
1.2,60.7,57.0,6.89,9.216,3.0,6.0,4.0
0.7975755778024965,62.2,59.0,8.23,9.537,3.0,0.0,2.0
0.9,63.0,57.0,6.09,8.385,2.0,2.0,3.0
0.26,58.9,61.0,4.19,6.585,3.0,6.0,5.0
0.54,61.5,56.0,5.24,7.401,4.0,2.0,4.0
0.35,60.6,58.0,4.6,6.506,3.0,4.0,2.0
0.4,62.8,58.0,4.68,6.972,2.0,6.0,5.0
0.36,61.6,56.0,4.58,6.409,4.0,1.0,6.0
0.53,62.7,54.0,5.17,6.922,2.0,0.0,2.0
0.39,60.0,56.0,4.79,6.992,4.0,5.0,5.0
0.37,60.3,58.0,4.62,6.423,3.0,3.0,2.0
0.52,61.7,56.0,5.17,7.432,2.0,4.0,4.0
0.24,62.6,58.0,4.03,6.284,3.0,6.0,3.0
0.7,61.9,57.0,5.69,7.845,4.0,6.0,3.0
1.2,61.6,60.0,6.78,9.07,3.0,5.0,3.0
0.9,61.4,57.0,6.2,8.544,2.0,4.0,4.0
0.7,61.7,60.0,5.67,7.829,2.0,6.0,3.0
0.3,62.6,53.0,4.29,6.849,4.0,6.0,7.0
1.01,63.5,59.0,6.36,8.392,2.0,1.0,2.0
0.7975755778024965,60.4,61.0,8.05,9.465,3.0,6.0,2.0
0.76,61.3,54.0,5.88,8.202,4.0,4.0,4.0
1.12,60.9,57.0,6.71,8.938,4.0,2.0,4.0
0.54,61.1,59.0,5.25,7.367,2.0,5.0,3.0
0.36,59.3,59.0,4.6,6.671,3.0,6.0,3.0
1.16,62.5,55.0,6.75,8.995,4.0,4.0,3.0
0.94,61.74637745643308,57.45169447534297,6.56,8.307,0.0,3.0,2.0
0.75,60.2,57.0,5.89,7.908,2.0,6.0,0.0
0.91,62.1,58.0,6.15,8.374,3.0,6.0,2.0
1.01,61.6,56.0,6.45,7.79,4.0,1.0,1.0
0.34,60.4,57.0,4.54,6.319,4.0,2.0,3.0
1.07,60.2,55.0,6.68,8.718,3.0,5.0,2.0
0.9,61.74637745643308,57.45169447534297,6.3,8.277,0.0,5.0,3.0
1.04,59.6,58.0,6.63,8.584,3.0,2.0,3.0
0.71,61.6,55.0,5.71,8.141,4.0,4.0,4.0
0.54,63.2,56.0,5.19,7.236,2.0,4.0,2.0
0.71,64.0,59.0,5.61,7.518,1.0,1.0,3.0
1.54,59.1,59.0,7.51,9.726,2.0,5.0,4.0
0.9,64.0,58.0,6.07,8.344,1.0,6.0,3.0
0.67,60.4,57.0,5.67,7.416,4.0,4.0,2.0
0.55,61.8,58.0,5.24,7.383,4.0,6.0,2.0
1.02,63.9,57.9,6.28,8.379,2.0,0.0,3.0
0.41,63.3,57.0,4.72,6.86,2.0,6.0,2.0
0.8,61.1,56.0,6.02,8.236,4.0,2.0,7.0
0.71,61.6,54.7,5.71,7.782,4.0,1.0,4.0
1.01,62.0,61.0,6.38,8.559,2.0,6.0,2.0
0.33,62.1,58.0,4.43,7.016,3.0,4.0,6.0
1.02,61.0,56.0,6.55,8.763,4.0,3.0,3.0
1.11,61.2,57.0,6.7,8.511,4.0,6.0,0.0
0.7975755778024965,62.3,60.0,8.19,9.604,2.0,2.0,0.0
0.39,61.74637745643308,60.0,4.82,6.962,1.0,5.0,5.0
0.51,62.2,55.0,5.13,7.377,4.0,4.0,4.0
0.32,61.1,57.0,4.47,6.719,4.0,3.0,3.0
0.7975755778024965,62.9,56.0,8.05,9.488,4.0,3.0,0.0
0.3,62.6,58.0,4.28,5.976,3.0,0.0,4.0
1.0,59.2,62.0,6.49,8.634,2.0,5.0,2.0
1.0,64.6,59.0,6.3,8.564,0.0,2.0,4.0
0.41,60.9,56.0,4.82,6.855,4.0,4.0,3.0
0.65,61.5,55.0,5.59,7.554,4.0,2.0,2.0
1.1,59.4,60.0,6.78,8.857,3.0,4.0,3.0
1.02,62.4,57.0,6.41,8.915,4.0,4.0,4.0
1.2,62.3,56.0,6.81,9.202,4.0,5.0,3.0
0.82,62.9,57.0,5.88,7.746,2.0,0.0,2.0
0.55,60.5,58.0,5.26,7.488,3.0,6.0,3.0
0.63,62.0,58.0,5.52,7.419,3.0,1.0,4.0
0.31,62.4,54.0,4.37,6.532,4.0,4.0,5.0
0.32,61.8,55.0,4.4,6.631,4.0,6.0,4.0
0.41,61.9,55.0,4.8,7.05,4.0,6.0,4.0
1.01,63.9,60.0,6.29,8.528,1.0,5.0,2.0
0.5,59.9,56.0,5.09,7.156,4.0,3.0,2.0
1.7,60.0,54.0,7.76,9.408,4.0,5.0,2.0
1.51,63.8,59.0,7.28,9.494,1.0,4.0,5.0
1.23,61.3,57.0,6.88,9.253,2.0,4.0,6.0
1.5,63.1,59.0,7.24,8.875,2.0,1.0,0.0
0.9,61.74637745643308,61.0,6.01,8.262,0.0,6.0,3.0
0.32,61.7,58.0,4.38,6.554,3.0,6.0,3.0
0.71,62.3,56.0,5.66,8.07,4.0,6.0,4.0
